name|born|died|url|era
Stephen Heller|1813|1888|https://en.wikipedia.org/wiki/Stephen_Heller|Romantic-era
Lupus Hellinck|1494|1541|https://en.wikipedia.org/wiki/Lupus_Hellinck|Renaissance
Robert Helps|1928|2001|https://en.wikipedia.org/wiki/Robert_Helps|Unknown
Victor Hely|1901|1947|https://en.wikipedia.org/wiki/Victor_Hely-Hutchinson|Unknown
Fletcher Henderson|1897|1952|https://en.wikipedia.org/wiki/Fletcher_Henderson|Unknown
Hans Henkemans|1913|1995|https://en.wikipedia.org/wiki/Hans_Henkemans|Unknown
Fini Henriques|1867|1940|https://en.wikipedia.org/wiki/Fini_Henriques|Unknown
Henry VIII|1491|1547|https://en.wikipedia.org/wiki/Henry_VIII_of_England#Early_reign|Unknown
Adolf von Henselt|1814|1889|https://en.wikipedia.org/wiki/Adolf_von_Henselt|Romantic-era
Hans Werner Henze|1926|2012|https://en.wikipedia.org/wiki/Hans_Werner_Henze|Unknown
Victor Herbert|1859|1924|https://en.wikipedia.org/wiki/Victor_Herbert|Romantic-era
Johann Andreas Herbst|1588|1666|https://en.wikipedia.org/wiki/Johann_Andreas_Herbst|Renaissance-Baroque
Ferdinand Hérold|1791|1833|https://en.wikipedia.org/wiki/Ferdinand_H%C3%A9rold|Romantic-era
Bernard Herrmann|1911|1975|https://en.wikipedia.org/wiki/Bernard_Herrmann|Unknown
William Herschel|1738|1822|https://en.wikipedia.org/wiki/William_Herschel|Classical-era
Johann Wilhelm Hertel|1727|1789|https://en.wikipedia.org/wiki/Johann_Wilhelm_Hertel|Classical-era
Hervé|1825|1892|https://en.wikipedia.org/wiki/Herv%C3%A9_(composer)|Unknown
Heinrich von Herzogenberg|1843|1900|https://en.wikipedia.org/wiki/Heinrich_von_Herzogenberg|Unknown
Ernst Hess|1912|1968|https://en.wikipedia.org/wiki/Ernst_Hess_(composer)|Unknown
Kurt Hessenberg|1908|1994|https://en.wikipedia.org/wiki/Kurt_Hessenberg|Unknown
Jacques Hétu|1938|2010|https://en.wikipedia.org/wiki/Jacques_H%C3%A9tu|Unknown
Richard Heuberger|1850|1914|https://en.wikipedia.org/wiki/Richard_Heuberger|Unknown
James Hewitt|1770|1827|https://en.wikipedia.org/wiki/James_Hewitt_(musician)|Unknown
Juan Hidalgo|1614|1685|https://en.wikipedia.org/wiki/Juan_Hidalgo_de_Polanco|Unknown
Frigyes Hidas|1928|2007|https://en.wikipedia.org/wiki/Frigyes_Hidas|Unknown
Hildegard of Bingen|1098|1179|https://en.wikipedia.org/wiki/Hildegard_of_Bingen|url-Medieval
Henry Hiles|1826|1904|https://en.wikipedia.org/wiki/Henry_Hiles|Unknown
Alfred Hill|1870|1960|https://en.wikipedia.org/wiki/Alfred_Hill_(composer)|Unknown
Edward Burlingame Hill|1872|1960|https://en.wikipedia.org/wiki/Edward_Burlingame_Hill|Unknown
Ferdinand Hiller|1811|1885|https://en.wikipedia.org/wiki/Ferdinand_Hiller|Romantic-era
Johann Adam Hiller|1728|1804|https://en.wikipedia.org/wiki/Johann_Adam_Hiller|Classical-era
Lejaren Hiller|1924|1994|https://en.wikipedia.org/wiki/Lejaren_Hiller|Unknown
Friedrich Heinrich Himmel|1765|1814|https://en.wikipedia.org/wiki/Friedrich_Heinrich_Himmel|Classical-era
Paul Hindemith|1895|1963|https://en.wikipedia.org/wiki/Paul_Hindemith|Unknown
Franz Hitz|1828|1891|https://en.wikipedia.org/wiki/Franz_Hitz|Unknown
Emil Hlobil|1901|1987|https://en.wikipedia.org/wiki/Emil_Hlobil|Unknown
Alun Hoddinott|1929|2008|https://en.wikipedia.org/wiki/Alun_Hoddinott|Unknown
Léonard de Hodémont|1575|1639|https://en.wikipedia.org/wiki/L%C3%A9onard_de_Hod%C3%A9mont|Baroque
Andreas Hofer|1629|1684|https://en.wikipedia.org/wiki/Andreas_Hofer_(composer)|Unknown
Paul Hofhaimer|1459|1537|https://en.wikipedia.org/wiki/Paul_Hofhaimer|Renaissance
Ernst Theodor Amadeus Hoffmann|1776|1822|https://en.wikipedia.org/wiki/Ernst_Theodor_Amadeus_Hoffmann|Unknown
Franz Anton Hoffmeister|1754|1812|https://en.wikipedia.org/wiki/Franz_Anton_Hoffmeister|Classical-era
Romanus Hoffstetter|1742|1815|https://en.wikipedia.org/wiki/Roman_Hoffstetter|Unknown
Leopold Hofmann|1738|1793|https://en.wikipedia.org/wiki/Leopold_Hofmann|Classical-era
Lee Hoiby|1926|2011|https://en.wikipedia.org/wiki/Lee_Hoiby|Unknown
Anthony Holborne|1545|1602|https://en.wikipedia.org/wiki/Anthony_Holborne|Renaissance-Baroque
Joseph Holbrooke|1878|1958|https://en.wikipedia.org/wiki/Joseph_Holbrooke|Romantic-era
Theodore Holland|1878|1947|https://en.wikipedia.org/wiki/Theodore_Holland|Unknown
Karl Höller|1907|1987|https://en.wikipedia.org/wiki/Karl_H%C3%B6ller|Unknown
Vagn Holmboe|1909|1996|https://en.wikipedia.org/wiki/Vagn_Holmboe|Unknown
Alfred Holmes|1837|1876|https://en.wikipedia.org/wiki/Alfred_Holmes_(composer)|Unknown
Augusta Holmès|1847|1903|https://en.wikipedia.org/wiki/Augusta_Holm%C3%A8s|Romantic-era
Henry Holmes|1839|1905|https://en.wikipedia.org/wiki/Henry_Holmes_(composer)|Unknown
John Holmes|1599|1629|https://en.wikipedia.org/wiki/John_Holmes_(composer)|Unknown
William Henry Holmes|1812|1885|https://en.wikipedia.org/wiki/William_Henry_Holmes_(musician)|Unknown
Gustav Holst|1874|1934|https://en.wikipedia.org/wiki/Gustav_Holst|Romantic-era
Ignaz Holzbauer|1711|1783|https://en.wikipedia.org/wiki/Ignaz_Holzbauer|Baroque-Classical
Gottfried August Homilius|1714|1785|https://en.wikipedia.org/wiki/Gottfried_August_Homilius|Classical-era
Sidney Homer|1864|1953|https://en.wikipedia.org/wiki/Sidney_Homer|Unknown
Arthur Honegger|1892|1955|https://en.wikipedia.org/wiki/Arthur_Honegger|Unknown
James Hook|1746|1827|https://en.wikipedia.org/wiki/James_Hook_(composer)|Unknown
Bill Hopkins|1943|1981|https://en.wikipedia.org/wiki/Bill_Hopkins_(composer)|Unknown
James Horner|1953|2015|https://en.wikipedia.org/wiki/James_Horner|Unknown
William Horwood|1484|1484|https://en.wikipedia.org/wiki/William_Horwood_(composer)|Unknown
Hoste da Reggio|1520|1569|https://en.wikipedia.org/wiki/Hoste_da_Reggio|Renaissance
John Hothby|1430|1487|https://en.wikipedia.org/wiki/John_Hothby|Renaissance
Nicolas Hotman|1610|1663|https://en.wikipedia.org/wiki/Nicolas_Hotman|Baroque
Jacques|1674|1763|https://en.wikipedia.org/wiki/Jacques-Martin_Hotteterre|Unknown
Joachim van den Hove|1567|1620|https://en.wikipedia.org/wiki/Joachim_van_den_Hove|Renaissance-Baroque
Alan Hovhaness|1911|2000|https://en.wikipedia.org/wiki/Alan_Hovhaness|Unknown
Joseph E|1867|1961|https://en.wikipedia.org/wiki/Joseph_E._Howard|Unknown
Julia Ward Howe|1819|1910|https://en.wikipedia.org/wiki/Julia_Ward_Howe|Unknown
Herbert Howells|1892|1983|https://en.wikipedia.org/wiki/Herbert_Howells|Unknown
Jenő Hubay|1858|1937|https://en.wikipedia.org/wiki/Jen%C5%91_Hubay|Romantic-era
Jean Hubeau|1917|1992|https://en.wikipedia.org/wiki/Jean_Hubeau|Unknown
Hans Huber|1852|1921|https://en.wikipedia.org/wiki/Hans_Huber_(composer)|Unknown
Jiří Hudec|1923|1996|https://en.wikipedia.org/wiki/Ji%C5%99%C3%AD_Hudec_(composer)|Unknown
Robert Hughes|1912|2007|https://en.wikipedia.org/wiki/Robert_Hughes_(composer)|Unknown
Johannes Alfred Hultman|1861|1942|https://en.wikipedia.org/wiki/Johannes_Alfred_Hultman|Unknown
Tobias Hume|1569|1645|https://en.wikipedia.org/wiki/Tobias_Hume|Renaissance-Baroque
Pelham Humfrey|1647|1674|https://en.wikipedia.org/wiki/Pelham_Humfrey|Baroque
Bertold Hummel|1925|2002|https://en.wikipedia.org/wiki/Bertold_Hummel|Unknown
Ferdinand Hummel|1855|1928|https://en.wikipedia.org/wiki/Ferdinand_Hummel|Unknown
Johann Nepomuk Hummel|1778|1837|https://en.wikipedia.org/wiki/Johann_Nepomuk_Hummel|Classical-Romantic
Joseph Friedrich Hummel|1841|1919|https://en.wikipedia.org/wiki/Joseph_Friedrich_Hummel|Unknown
Engelbert Humperdinck|1854|1921|https://en.wikipedia.org/wiki/Engelbert_Humperdinck_(composer)|Unknown
Jean Huré|1877|1930|https://en.wikipedia.org/wiki/Jean_Hur%C3%A9|Unknown
Conrad Friedrich Hurlebusch|1691|1765|https://en.wikipedia.org/wiki/Conrad_Friedrich_Hurlebusch|Baroque-Classical
William Hurlstone|1876|1906|https://en.wikipedia.org/wiki/William_Hurlstone|Unknown
Henry Holden Huss|1862|1953|https://en.wikipedia.org/wiki/Henry_Holden_Huss|Unknown
Jenő Huszka|1875|1960|https://en.wikipedia.org/wiki/Jen%C5%91_Huszka|Unknown
Anselm Hüttenbrenner|1794|1868|https://en.wikipedia.org/wiki/Anselm_H%C3%BCttenbrenner|Unknown
Albert Huybrechts|1899|1938|https://en.wikipedia.org/wiki/Albert_Huybrechts|Unknown
Constantijn Huygens|1596|1687|https://en.wikipedia.org/wiki/Constantijn_Huygens|Renaissance-Baroque
Richard Hygons|1435|1509|https://en.wikipedia.org/wiki/Richard_Hygons|Renaissance
Tyzen Hsiao|1938|2015|https://en.wikipedia.org/wiki/Tyzen_Hsiao|Unknown
Jacques Ibert|1890|1962|https://en.wikipedia.org/wiki/Jacques_Ibert|Unknown
Akira Ifukube|1916|2006|https://en.wikipedia.org/wiki/Akira_Ifukube|Unknown
Sigismondo d|1582|1629|https://en.wikipedia.org/wiki/Sigismondo_d%27India|Unknown
Vincent d|1851|1931|https://en.wikipedia.org/wiki/Vincent_d%27Indy|Unknown
Marc|1536|1592|https://en.wikipedia.org/wiki/Marc%27Antonio_Ingegneri|Unknown
Mikhail Ippolitov|1859|1935|https://en.wikipedia.org/wiki/Mikhail_Ippolitov-Ivanov|Unknown
John Ireland|1879|1962|https://en.wikipedia.org/wiki/John_Ireland_(composer)|Unknown
Juan Francés de Iribarren|1699|1767|https://en.wikipedia.org/wiki/Juan_Franc%C3%A9s_de_Iribarren|Baroque-Classical
Miguel de Irízar|1635|1684|https://en.wikipedia.org/wiki/Miguel_de_Ir%C3%ADzar|Baroque
Heinrich Isaac|1455|1517|https://en.wikipedia.org/wiki/Heinrich_Isaac|Renaissance
Sigurd Islandsmoen|1881|1964|https://en.wikipedia.org/wiki/Sigurd_Islandsmoen|Unknown
Nicolas Isouard|1775|1818|https://en.wikipedia.org/wiki/Nicolas_Isouard|Classical-era
Jānis Ivanovs|1906|1983|https://en.wikipedia.org/wiki/J%C4%81nis_Ivanovs|Unknown
Volodymyr Ivasiuk|1949|1979|https://en.wikipedia.org/wiki/Volodymyr_Ivasiuk|Unknown
Charles Ives|1874|1954|https://en.wikipedia.org/wiki/Charles_Ives|Romantic-era
Simon Ives|1600|1662|https://en.wikipedia.org/wiki/Simon_Ives|Renaissance-Baroque
Jean Eichelberger Ivey|1923|2010|https://en.wikipedia.org/wiki/Jean_Eichelberger_Ivey|Unknown
Tony Jackson|1876|1921|https://en.wikipedia.org/wiki/Tony_Jackson_(jazz_musician)|Unknown
William Jackson|1730|1803|https://en.wikipedia.org/wiki/Jackson_of_Exeter|Unknown
Gordon Jacob|1895|1984|https://en.wikipedia.org/wiki/Gordon_Jacob|Unknown
Frederick Jacobi|1891|1952|https://en.wikipedia.org/wiki/Frederick_Jacobi|Unknown
Victor Jacobi|1883|1921|https://en.wikipedia.org/wiki/Victor_Jacobi|Unknown
Jens Bjerre Jacobsen|1903|1986|https://en.wikipedia.org/wiki/Jens_Bjerre_Jacobsen|Unknown
Jacquet de Mantua|1483|1559|https://en.wikipedia.org/wiki/Jacquet_de_Mantua|Unknown
Salomon Jadassohn|1831|1902|https://en.wikipedia.org/wiki/Salomon_Jadassohn|Unknown
Hyacinthe Jadin|1776|1800|https://en.wikipedia.org/wiki/Hyacinthe_Jadin|Classical-era
Louis|1768|1853|https://en.wikipedia.org/wiki/Louis-Emmanuel_Jadin|Unknown
Alfred Jaëll|1832|1882|https://en.wikipedia.org/wiki/Alfred_Ja%C3%ABll|Unknown
Edward Jakobowski|1858|1927|https://en.wikipedia.org/wiki/Edward_Jakobowski|Unknown
Prenkë Jakova|1917|1969|https://en.wikipedia.org/wiki/Prenk%C3%AB_Jakova|Unknown
Philip James|1890|1975|https://en.wikipedia.org/wiki/Philip_James|Unknown
Jan z Lublina|1537|1548|https://en.wikipedia.org/wiki/Jan_z_Lublina|Renaissance
Leoš Janáček|1852|1928|https://en.wikipedia.org/wiki/Leo%C5%A1_Jan%C3%A1%C4%8Dek|Romantic-era
Clément Janequin|1485|1558|https://en.wikipedia.org/wiki/Cl%C3%A9ment_Janequin|Renaissance
Johann Gottlieb Janitsch|1708|1763|https://en.wikipedia.org/wiki/Johann_Gottlieb_Janitsch|Baroque-Classical
Leopold Jansa|1795|1875|https://en.wikipedia.org/wiki/Leopold_Jansa|Unknown
Peter Janssens|1934|1998|https://en.wikipedia.org/wiki/Peter_Janssens|Unknown
Jean Japart|1474|1481|https://en.wikipedia.org/wiki/Jean_Japart|Renaissance
Armas Järnefelt|1869|1958|https://en.wikipedia.org/wiki/Armas_J%C3%A4rnefelt|Romantic-era
Georg Jarno|1868|1920|https://en.wikipedia.org/wiki/Georg_Jarno|Unknown
Ivan Mane Jarnović|1747|1804|https://en.wikipedia.org/wiki/Ivan_Mane_Jarnovi%C4%87|Classical-era
Maurice Jarre|1924|2009|https://en.wikipedia.org/wiki/Maurice_Jarre|Unknown
Adam Jarzębski|1590|1648|https://en.wikipedia.org/wiki/Adam_Jarz%C4%99bski|Renaissance-Baroque
Maurice Jaubert|1900|1940|https://en.wikipedia.org/wiki/Maurice_Jaubert|Unknown
Johannes Jeep|1582|1644|https://en.wikipedia.org/wiki/Johannes_Jeep|Renaissance-Baroque
George Jeffreys|1610|1685|https://en.wikipedia.org/wiki/George_Jeffreys_(composer)|Unknown
Sándor Jemnitz|1890|1963|https://en.wikipedia.org/wiki/S%C3%A1ndor_Jemnitz|Unknown
John Jenkins|1592|1678|https://en.wikipedia.org/wiki/John_Jenkins_(composer)|Unknown
Davorin Jenko|1835|1914|https://en.wikipedia.org/wiki/Davorin_Jenko|Romantic-era
Gustav Jenner|1865|1920|https://en.wikipedia.org/wiki/Gustav_Jenner|Unknown
Leon Jessel|1871|1942|https://en.wikipedia.org/wiki/Leon_Jessel|Unknown
Maistre Jhan|1485|1538|https://en.wikipedia.org/wiki/Maistre_Jhan|Renaissance
František Jiránek|1698|1778|https://en.wikipedia.org/wiki/Franti%C5%A1ek_Jir%C3%A1nek|Baroque-Classical
Joseph Joachim|1831|1907|https://en.wikipedia.org/wiki/Joseph_Joachim|Romantic-era
João IV|1603|1656|https://en.wikipedia.org/wiki/John_IV_of_Portugal|Unknown
Antônio Carlos Jobim|1927|1994|https://en.wikipedia.org/wiki/Ant%C3%B4nio_Carlos_Jobim|Unknown
Gunnar Johansen|1906|1991|https://en.wikipedia.org/wiki/Gunnar_Johansen|Unknown
David N|1922|1987|https://en.wikipedia.org/wiki/David_N._Johnson|Unknown
John Johnson|1579|1594|https://en.wikipedia.org/wiki/John_Johnson_(composer)|Unknown
Robert Johnson|1583|1633|https://en.wikipedia.org/wiki/Robert_Johnson_(English_composer)|Unknown
André Jolivet|1905|1974|https://en.wikipedia.org/wiki/Andr%C3%A9_Jolivet|Unknown
Niccolò Jommelli|1714|1774|https://en.wikipedia.org/wiki/Niccol%C3%B2_Jommelli|Classical-era
Daniel Jones|1912|1993|https://en.wikipedia.org/wiki/Daniel_Jones_(composer)|Unknown
Edwin Arthur Jones|1853|1911|https://en.wikipedia.org/wiki/Edwin_Arthur_Jones|Unknown
Robert Jones|1577|1617|https://en.wikipedia.org/wiki/Robert_Jones_(composer)|Unknown
Joseph Jongen|1873|1953|https://en.wikipedia.org/wiki/Joseph_Jongen|Unknown
Scott Joplin|1868|1917|https://en.wikipedia.org/wiki/Scott_Joplin|Romantic-era
Mihail Jora|1891|1971|https://en.wikipedia.org/wiki/Mihail_Jora|Unknown
Wilfred Josephs|1927|1997|https://en.wikipedia.org/wiki/Wilfred_Josephs|Unknown
Josquin des Prez|1455|1521|https://en.wikipedia.org/wiki/Josquin_des_Prez|Renaissance
Gilles Joye|1425|1483|https://en.wikipedia.org/wiki/Gilles_Joye|Renaissance
Hans Judenkünig|1450|1526|https://en.wikipedia.org/wiki/Hans_Judenk%C3%BCnig|Renaissance
Gilles Jullien|1653|1703|https://en.wikipedia.org/wiki/Gilles_Jullien|Baroque
Louis Antoine Jullien|1812|1860|https://en.wikipedia.org/wiki/Louis_Antoine_Jullien|Unknown
Paul Juon|1872|1940|https://en.wikipedia.org/wiki/Paul_Juon|Unknown
Dmitri Kabalevsky|1904|1987|https://en.wikipedia.org/wiki/Dmitri_Kabalevsky|Unknown
Miloslav Kabeláč|1908|1979|https://en.wikipedia.org/wiki/Miloslav_Kabel%C3%A1%C4%8D|Unknown
Jeronimas Kačinskas|1907|2005|https://en.wikipedia.org/wiki/Jeronimas_Ka%C4%8Dinskas|Unknown
Mauricio Kagel|1931|2008|https://en.wikipedia.org/wiki/Mauricio_Kagel|Unknown
Vasily Kalinnikov|1866|1901|https://en.wikipedia.org/wiki/Vasily_Kalinnikov|Romantic-era
Jan Kalivoda|1801|1866|https://en.wikipedia.org/wiki/Jan_Kalivoda|Unknown
Friedrich Kalkbrenner|1785|1849|https://en.wikipedia.org/wiki/Friedrich_Kalkbrenner|Romantic-era
Emmerich Kálmán|1882|1953|https://en.wikipedia.org/wiki/Emmerich_K%C3%A1lm%C3%A1n|Unknown
Manolis Kalomiris|1883|1962|https://en.wikipedia.org/wiki/Manolis_Kalomiris|Unknown
Antonín Kammel|1730|1788|https://en.wikipedia.org/wiki/Anton%C3%ADn_Kammel|Classical-era
Božidar Kantušer|1921|1999|https://en.wikipedia.org/wiki/Bo%C5%BEidar_Kantu%C5%A1er|Unknown
Artur Kapp|1878|1952|https://en.wikipedia.org/wiki/Artur_Kapp|Unknown
Eugen Kapp|1908|1996|https://en.wikipedia.org/wiki/Eugen_Kapp|Unknown
Vítězslava Kaprálová|1915|1940|https://en.wikipedia.org/wiki/V%C3%ADt%C4%9Bzslava_Kapr%C3%A1lov%C3%A1|Unknown
Johannes Hieronymus Kapsberger|1580|1651|https://en.wikipedia.org/wiki/Johannes_Hieronymus_Kapsberger|Renaissance-Baroque
Sigfrid Karg|1877|1933|https://en.wikipedia.org/wiki/Sigfrid_Karg-Elert|Unknown
Mieczysław Karłowicz|1876|1909|https://en.wikipedia.org/wiki/Mieczys%C5%82aw_Kar%C5%82owicz|Romantic-era
Jurgis Karnavičius|1884|1941|https://en.wikipedia.org/wiki/Jurgis_Karnavi%C4%8Dius_(composer)|Unknown
Leonard Kastle|1929|2011|https://en.wikipedia.org/wiki/Leonard_Kastle|Unknown
Jean|1810|1867|https://en.wikipedia.org/wiki/Jean-Georges_Kastner|Unknown
Rudolf Kattnigg|1895|1955|https://en.wikipedia.org/wiki/Rudolf_Kattnigg|Unknown
Georgy L|1861|1926|https://en.wikipedia.org/wiki/Georgy_Catoire|Unknown
Georg Friedrich Kauffmann|1679|1735|https://en.wikipedia.org/wiki/Georg_Friedrich_Kauffmann|Baroque
Reinhard Keiser|1674|1739|https://en.wikipedia.org/wiki/Reinhard_Keiser|Baroque
David Kellner|1670|1748|https://en.wikipedia.org/wiki/David_Kellner|Baroque
Johann Christoph Kellner|1736|1803|https://en.wikipedia.org/wiki/Johann_Christoph_Kellner|Classical-era
Johann Peter Kellner|1705|1772|https://en.wikipedia.org/wiki/Johann_Peter_Kellner|Baroque-Classical
Joannes Florentius a Kempis|1635|1711|https://en.wikipedia.org/wiki/Joannes_Florentius_a_Kempis|Baroque
Nicolaus à Kempis|1600|1676|https://en.wikipedia.org/wiki/Nicolaus_%C3%A0_Kempis|Baroque
Abraham van den Kerckhoven|1618|1701|https://en.wikipedia.org/wiki/Abraham_van_den_Kerckhoven|Baroque
Jacobus de Kerle|1532|1591|https://en.wikipedia.org/wiki/Jacobus_de_Kerle|Renaissance
Johann Caspar Kerll|1627|1693|https://en.wikipedia.org/wiki/Johann_Caspar_Kerll|Baroque
Jerome Kern|1885|1945|https://en.wikipedia.org/wiki/Jerome_Kern|Unknown
Albert Ketèlbey|1875|1959|https://en.wikipedia.org/wiki/Albert_Ket%C3%A8lbey|Romantic-era
Tristan Keuris|1946|1996|https://en.wikipedia.org/wiki/Tristan_Keuris|Unknown
Aram Khachaturian|1903|1978|https://en.wikipedia.org/wiki/Aram_Khachaturian|Unknown
Ivan Khandoshkin|1747|1804|https://en.wikipedia.org/wiki/Ivan_Khandoshkin|Classical-era
Tikhon Khrennikov|1913|2007|https://en.wikipedia.org/wiki/Tikhon_Khrennikov|Unknown
Aldine Silliman Kieffer|1840|1904|https://en.wikipedia.org/wiki/Aldine_Silliman_Kieffer|Unknown
Friedrich Kiel|1821|1885|https://en.wikipedia.org/wiki/Friedrich_Kiel|Unknown
Wilhelm Kienzl|1857|1941|https://en.wikipedia.org/wiki/Wilhelm_Kienzl|Unknown
Earl Kim|1920|1998|https://en.wikipedia.org/wiki/Earl_Kim|Unknown
Johann Erasmus Kindermann|1616|1655|https://en.wikipedia.org/wiki/Johann_Erasmus_Kindermann|Baroque
Karl King|1891|1971|https://en.wikipedia.org/wiki/Karl_King|Unknown
George Kirbye|1565|1634|https://en.wikipedia.org/wiki/George_Kirbye|Renaissance-Baroque
Leon Kirchner|1919|2009|https://en.wikipedia.org/wiki/Leon_Kirchner|Unknown
Theodor Kirchner|1823|1903|https://en.wikipedia.org/wiki/Theodor_Kirchner|Romantic-era
Johann Philipp Kirnberger|1721|1783|https://en.wikipedia.org/wiki/Johann_Philipp_Kirnberger|Classical-era
Caspar Kittel|1603|1639|https://en.wikipedia.org/wiki/Caspar_Kittel|Baroque
Johann Christian Kittel|1732|1809|https://en.wikipedia.org/wiki/Johann_Christian_Kittel|Classical-era
Uuno Klami|1900|1961|https://en.wikipedia.org/wiki/Uuno_Klami|Unknown
Giselher Klebe|1925|2009|https://en.wikipedia.org/wiki/Giselher_Klebe|Unknown
Leonhard Kleber|1495|1556|https://en.wikipedia.org/wiki/Leonhard_Kleber|Renaissance
Bernhard Klein|1793|1832|https://en.wikipedia.org/wiki/Bernhard_Klein|Classical-Romantic
Richard Rudolf Klein|1921|2011|https://en.wikipedia.org/wiki/Richard_Rudolf_Klein|Unknown
Julian Klemczyński|1810|1851|https://en.wikipedia.org/wiki/Julian_Klemczy%C5%84ski|Unknown
Julius Klengel|1859|1933|https://en.wikipedia.org/wiki/Julius_Klengel|Unknown
Paul Klengel|1854|1935|https://en.wikipedia.org/wiki/Paul_Klengel|Unknown
Josef Klička|1855|1937|https://en.wikipedia.org/wiki/Josef_Kli%C4%8Dka|Unknown
Karl Emanuel Klitzsch|1812|1889|https://en.wikipedia.org/wiki/Karl_Emanuel_Klitzsch|Unknown
Friedrich Klose|1862|1942|https://en.wikipedia.org/wiki/Friedrich_Klose|Unknown
August Klughardt|1847|1902|https://en.wikipedia.org/wiki/August_Klughardt|Unknown
Justin Heinrich Knecht|1752|1817|https://en.wikipedia.org/wiki/Justin_Heinrich_Knecht|Classical-era
Andreas Kneller|1649|1724|https://en.wikipedia.org/wiki/Andreas_Kneller|Baroque
Lev Knipper|1898|1974|https://en.wikipedia.org/wiki/Lev_Knipper|Unknown
Sebastian Knüpfer|1633|1676|https://en.wikipedia.org/wiki/Sebastian_Kn%C3%BCpfer|Baroque
Marcelo Koc|1918|2006|https://en.wikipedia.org/wiki/Marcelo_Koc|Unknown
Zoltán Kodály|1882|1967|https://en.wikipedia.org/wiki/Zolt%C3%A1n_Kod%C3%A1ly|Unknown
Charles Koechlin|1867|1950|https://en.wikipedia.org/wiki/Charles_Koechlin|Romantic-era
Hans von Koessler|1853|1926|https://en.wikipedia.org/wiki/Hans_von_Koessler|Unknown
Jan Koetsier|1911|2006|https://en.wikipedia.org/wiki/Jan_Koetsier|Unknown
Karl Kohaut|1726|1784|https://en.wikipedia.org/wiki/Karl_Kohaut|Baroque-Classical
Erland von Koch|1910|2009|https://en.wikipedia.org/wiki/Erland_von_Koch|Unknown
Günter Kochan|1930|2009|https://en.wikipedia.org/wiki/G%C3%BCnter_Kochan|Unknown
Ludwig von Köchel|1800|1877|https://en.wikipedia.org/wiki/Ludwig_von_K%C3%B6chel|Unknown
Ernesto Köhler|1849|1907|https://en.wikipedia.org/wiki/Ernesto_K%C3%B6hler|Romantic-era
Ellis B|1916|2000|https://en.wikipedia.org/wiki/Ellis_Kohs|Unknown
Joonas Kokkonen|1921|1996|https://en.wikipedia.org/wiki/Joonas_Kokkonen|Unknown
Walter Kollo|1878|1940|https://en.wikipedia.org/wiki/Walter_Kollo|Unknown
Karel Komzák I|1823|1893|https://en.wikipedia.org/wiki/Karel_Komz%C3%A1k_I|Unknown
Karel Komzák II|1850|1905|https://en.wikipedia.org/wiki/Karel_Komz%C3%A1k_II|Unknown
Servaes de Koninck|1654|1701|https://en.wikipedia.org/wiki/Servaes_de_Koninck|Baroque
Herman David Koppel|1908|1998|https://en.wikipedia.org/wiki/Herman_David_Koppel|Unknown
Karel Blažej Kopřiva|1756|1785|https://en.wikipedia.org/wiki/Karel_Bla%C5%BEej_Kop%C5%99iva|Classical-era
Václav Jan Kopřiva|1708|1789|https://en.wikipedia.org/wiki/V%C3%A1clav_Jan_Kop%C5%99iva|Baroque-Classical
Nikolai Korndorf|1947|2001|https://en.wikipedia.org/wiki/Nikolai_Korndorf|Unknown
Erich Wolfgang Korngold|1897|1957|https://en.wikipedia.org/wiki/Erich_Wolfgang_Korngold|Romantic-era
Viktor Kosenko|1896|1938|https://en.wikipedia.org/wiki/Viktor_Kosenko|Unknown
Hans Kotter|1485|1541|https://en.wikipedia.org/wiki/Hans_Kotter|Renaissance
Leopold Kozeluch|1747|1818|https://en.wikipedia.org/wiki/Leopold_Kozeluch|Classical-era
Marjan Kozina|1907|1965|https://en.wikipedia.org/wiki/Marjan_Kozina|Unknown
Pylyp Kozytskiy|1893|1960|https://en.wikipedia.org/wiki/Pylyp_Kozytskiy|Unknown
Antonín Kraft|1749|1820|https://en.wikipedia.org/wiki/Anton%C3%ADn_Kraft|Classical-era
Mathilde Kralik|1857|1944|https://en.wikipedia.org/wiki/Mathilde_Kralik|Unknown
Hans Krása|1899|1944|https://en.wikipedia.org/wiki/Hans_Kr%C3%A1sa|Unknown
Joseph Martin Kraus|1756|1792|https://en.wikipedia.org/wiki/Joseph_Martin_Kraus|Classical-era
Johann Ludwig Krebs|1713|1780|https://en.wikipedia.org/wiki/Johann_Ludwig_Krebs|Baroque-Classical
Johann Tobias Krebs|1690|1762|https://en.wikipedia.org/wiki/Johann_Tobias_Krebs|Baroque-Classical
Fritz Kreisler|1875|1962|https://en.wikipedia.org/wiki/Fritz_Kreisler|Romantic-era
Ernst Krenek|1900|1991|https://en.wikipedia.org/wiki/Ernst_Krenek|Unknown
Franz Krenn|1818|1897|https://en.wikipedia.org/wiki/Franz_Krenn|Unknown
Conradin Kreutzer|1780|1849|https://en.wikipedia.org/wiki/Conradin_Kreutzer|Classical-Romantic
Rodolphe Kreutzer|1766|1831|https://en.wikipedia.org/wiki/Rodolphe_Kreutzer|Classical-era
Adam Krieger|1634|1666|https://en.wikipedia.org/wiki/Adam_Krieger|Baroque
Johann Philipp Krieger|1649|1725|https://en.wikipedia.org/wiki/Johann_Philipp_Krieger|Baroque
